  104	  6004.848   6004.848
  105	  6004.871   6004.871
  106	  6005.034   6005.034
  107	  6005.034   6005.034
  108	  6005.235   6005.235
  109	  6005.484   6005.484
  110	  6005.484   6005.484
  111	  6005.690   6005.690
  112	  6005.690   6005.690
  113	  6005.690   6005.690
  114	  6005.690   6005.690
  115	  6005.784   6005.784
  116	  6005.784   6005.784
  117	  6006.351   6006.351
  118	  6006.388   6006.388
  119	  6006.388   6006.388
  120	  6006.429   6006.429
  121	  6006.436   6006.436
  122	  6006.436   6006.436
  123	  6006.436   6006.436
  124	  6006.436   6006.436
  125	  6006.637   6006.637
  126	  6006.792   6006.792
  127	  6006.792   6006.792
  128	  6006.792   6006.792
  129	  6006.792   6006.792
  130	  6006.792   6006.792
  131	  6007.298   6007.298
  132	  6007.298   6007.298
  133	  6007.410   6007.410
  134	  6007.410   6007.410
  135	  6007.410   6007.410
  136	  6007.410   6007.410
  137	  6007.491   6007.491
  138	  6007.491   6007.491
  139	  6007.491   6007.491
  140	  6007.578   6007.578
  141	  6007.612   6007.612
  142	  6007.649   6007.649
  143	  6007.814   6007.814
  144	  6007.814   6007.814
  145	  6007.903   6007.903
  146	  6008.032   6008.032
  147	  6008.033   6008.033
  148	  6008.033   6008.033
  149	  6008.097   6008.097
  150	  6008.180   6008.180
  151	  6008.180   6008.180
  152	  6008.180   6008.180
  153	  6008.262   6008.262
  154	  6008.262   6008.262
  155	  6008.262   6008.262
  156	  6008.262   6008.262
  157	  6008.309   6008.309
  158	  6008.309   6008.309
  159	  6008.309   6008.309
  160	  6008.325   6008.325
  161	  6008.325   6008.325
  162	  6008.365   6008.365
  163	  6008.398   6008.398
  164	  6008.398   6008.398
  165	  6008.877   6008.877
  166	  6008.877   6008.877
  167	  6008.964   6008.964
  168	  6008.964   6008.964
  169	  6008.964   6008.964
  170	  6009.019   6009.019
  171	  6009.019   6009.019
  172	  6009.019   6009.019
  173	  6009.039   6009.039
  174	  6009.081   6009.081
  175	  6009.324   6009.324
  176	  6009.324   6009.324
  177	  6009.324   6009.324
  178	  6009.324   6009.324
  179	  6009.324   6009.324
  180	  6009.356   6009.356
  181	  6009.356   6009.356
  182	  6009.375   6009.375
  183	  6009.375   6009.375
  184	  6009.375   6009.375
  185	  6009.375   6009.375
  186	  6009.444   6009.444
  187	  6009.532   6009.532
  188	  6009.532   6009.532
  189	  6009.532   6009.532
  190	  6009.532   6009.532
  191	  6009.537   6009.537
  192	  6009.641   6009.641
  193	  6009.713   6009.713
  194	  6009.713   6009.713
  195	  6009.775   6009.775
  196	  6009.775   6009.775
  197	  6009.810   6009.810
  198	  6009.810   6009.810
  199	  6009.810   6009.810
  200	  6009.810   6009.810
  201	  6009.810   6009.810
  202	  6009.810   6009.810
  203	  6009.810   6009.810
  204	  6009.817   6009.817
  205	  6009.959   6009.959
  206	  6009.997   6009.997
  207	  6009.997   6009.997
  208	  6009.997   6009.997
  209	  6009.997   6009.997
  210	  6009.997   6009.997
  211	  6009.997   6009.997
  212	  6009.997   6009.997
  213	  6010.256   6010.256
  214	  6010.261   6010.261
  215	  6010.261   6010.261
  216	  6010.261   6010.261
  217	  6010.306   6010.306
  218	  6010.306   6010.306
  219	  6010.648   6010.648
  220	  6010.648   6010.648
  221	  6010.648   6010.648
  222	  6010.653   6010.653
  223	  6010.653   6010.653
  224	  6010.678   6010.678
  225	  6010.678   6010.678
  226	  6010.678   6010.678
  227	  6010.678   6010.678
  228	  6010.705   6010.705
  229	  6010.705   6010.705
  230	  6010.863   6010.863
  231	  6010.985   6010.985
  232	  6010.985   6010.985
  233	  6010.985   6010.985
  234	  6011.014   6011.014
  235	  6011.014   6011.014
  236	  6011.281   6011.281
  237	  6011.281   6011.281
  238	  6011.281   6011.281
  239	  6011.281   6011.281
  240	  6011.281   6011.281
  241	  6011.281   6011.281
  242	  6011.356   6011.356
  243	  6011.356   6011.356
  244	  6011.356   6011.356
  245	  6011.356   6011.356
  246	  6011.356   6011.356
  247	  6011.387   6011.387
  248	  6011.387   6011.387
  249	  6011.387   6011.387
  250	  6011.387   6011.387
  251	  6011.387   6011.387
  252	  6011.387   6011.387
  253	  6011.387   6011.387
  254	  6011.537   6011.537
  255	  6011.601   6011.601
  256	  6011.601   6011.601
  257	  6011.605   6011.605
  258	  6011.605   6011.605
  259	  6011.627   6011.627
  260	  6011.672   6011.672
  261	  6011.757   6011.757
  262	  6011.757   6011.757
  263	  6011.757   6011.757
  264	  6011.888   6011.888
  265	  6011.888   6011.888
  266	  6011.888   6011.888
  267	  6012.200   6012.200
  268	  6012.200   6012.200
  269	  6012.200   6012.200
  270	  6012.290   6012.290
  271	  6012.608   6012.608
  272	  6012.608   6012.608
  273	  6012.670   6012.670
  274	  6012.704   6012.704
  275	  6012.704   6012.704
  276	  6012.736   6012.736
  277	  6012.736   6012.736
  278	  6012.736   6012.736
  279	  6012.736   6012.736
  280	  6012.736   6012.736
  281	  6012.854   6012.854
  282	  6012.960   6012.960
  283	  6012.966   6012.966
  284	  6013.048   6013.048
  285	  6013.048   6013.048
  286	  6013.048   6013.048
  287	  6013.048   6013.048
  288	  6013.048   6013.048
  289	  6013.087   6013.087
  290	  6013.087   6013.087
  291	  6013.366   6013.366
  292	  6013.371   6013.371
  293	  6013.373   6013.373
  294	  6013.419   6013.419
  295	  6013.419   6013.419
  296	  6013.457   6013.457
  297	  6013.457   6013.457
  298	  6013.575   6013.575
  299	  6013.575   6013.575
  300	  6013.575   6013.575
  301	  6013.575   6013.575
  302	  6013.575   6013.575
  303	  6013.575   6013.575
  304	  6013.575   6013.575
  305	  6013.759   6013.759
  306	  6013.759   6013.759
  307	  6013.759   6013.759
  308	  6014.010   6014.010
  309	  6014.010   6014.010
  310	  6014.010   6014.010
  311	  6014.010   6014.010
  312	  6014.019   6014.019
  313	  6014.076   6014.076
  314	  6014.076   6014.076
  315	  6014.076   6014.076
  316	  6014.088   6014.088
  317	  6014.088   6014.088
  318	  6014.088   6014.088
  319	  6014.187   6014.187
  320	  6014.187   6014.187
  321	  6014.187   6014.187
  322	  6014.187   6014.187
  323	  6014.187   6014.187
  324	  6014.187   6014.187
  325	  6014.187   6014.187
  326	  6014.187   6014.187
  327	  6014.187   6014.187
  328	  6014.187   6014.187
  329	  6014.187   6014.187
  330	  6014.224   6014.224
  331	  6014.224   6014.224
  332	  6014.229   6014.229
  333	  6014.229   6014.229
  334	  6014.285   6014.285
  335	  6014.285   6014.285
  336	  6014.393   6014.393
  337	  6014.393   6014.393
  338	  6014.393   6014.393
  339	  6014.393   6014.393
  340	  6014.393   6014.393
  341	  6014.393   6014.393
  342	  6014.393   6014.393
  343	  6014.400   6014.400
  344	  6014.400   6014.400
  345	  6014.408   6014.408
  346	  6014.408   6014.408
  347	  6014.451   6014.451
  348	  6014.480   6014.480
  349	  6014.480   6014.480
  350	  6014.480   6014.480
  351	  6014.480   6014.480
  352	  6014.497   6014.497
  353	  6014.629   6014.629
  354	  6014.639   6014.639
  355	  6014.678   6014.678
  356	  6014.772   6014.772
  357	  6014.772   6014.772
  358	  6014.772   6014.772
  359	  6014.838   6014.838
  360	  6014.838   6014.838
  361	  6014.838   6014.838
  362	  6014.838   6014.838
  363	  6014.838   6014.838
  364	  6015.029   6015.029
  365	  6015.029   6015.029
  366	  6015.029   6015.029
  367	  6015.029   6015.029
  368	  6015.029   6015.029
  369	  6015.029   6015.029
  370	  6015.105   6015.105
  371	  6015.281   6015.281
  372	  6015.281   6015.281
  373	  6015.281   6015.281
  374	  6015.351   6015.351
  375	  6015.384   6015.384
  376	  6015.440   6015.440
  377	  6015.440   6015.440
  378	  6015.440   6015.440
  379	  6015.503   6015.503
  380	  6015.503   6015.503
  381	  6015.672   6015.672
  382	  6015.672   6015.672
  383	  6015.709   6015.709
  384	  6015.709   6015.709
  385	  6015.759   6015.759
  386	  6015.759   6015.759
  387	  6015.759   6015.759
  388	  6015.759   6015.759
  389	  6015.844   6015.844
  390	  6015.855   6015.855
  391	  6015.855   6015.855
  392	  6015.855   6015.855
  393	  6015.855   6015.855
  394	  6015.855   6015.855
  395	  6015.855   6015.855
  396	  6015.855   6015.855
  397	  6015.855   6015.855
  398	  6015.855   6015.855
  399	  6015.855   6015.855
  400	  6015.855   6015.855
  401	  6016.030   6016.030
  402	  6016.030   6016.030
  403	  6016.030   6016.030
  404	  6016.030   6016.030
  405	  6016.030   6016.030
  406	  6016.030   6016.030
  407	  6016.171   6016.171
  408	  6016.210   6016.210
  409	  6016.210   6016.210
  410	  6016.210   6016.210
  411	  6016.210   6016.210
  412	  6016.210   6016.210
  413	  6016.326   6016.326
  414	  6016.326   6016.326
  415	  6016.326   6016.326
  416	  6016.334   6016.334
  417	  6016.334   6016.334
  418	  6016.392   6016.392
  419	  6016.392   6016.392
  420	  6016.469   6016.469
  421	  6016.469   6016.469
  422	  6016.469   6016.469
  423	  6016.593   6016.593
  424	  6016.593   6016.593
  425	  6016.593   6016.593
  426	  6016.734   6016.734
  427	  6016.734   6016.734
  428	  6016.734   6016.734
  429	  6016.734   6016.734
  430	  6016.814   6016.814
  431	  6016.814   6016.814
  432	  6016.822   6016.822
  433	  6016.965   6016.965
  434	  6017.003   6017.003
  435	  6017.003   6017.003
  436	  6017.003   6017.003
  437	  6017.023   6017.023
  438	  6017.023   6017.023
  439	  6017.023   6017.023
  440	  6017.156   6017.156
  441	  6017.240   6017.240
  442	  6017.335   6017.335
  443	  6017.367   6017.367
  444	  6017.515   6017.515
  445	  6017.542   6017.542
  446	  6017.690   6017.690
  447	  6017.710   6017.710
  448	  6017.739   6017.739
  449	  6017.739   6017.739
  450	  6017.886   6017.886
  451	  6017.886   6017.886
  452	  6017.964   6017.964
  453	  6017.964   6017.964
  454	  6018.148   6018.148
  455	  6018.364   6018.364
  456	  6018.594   6018.594
  457	  6018.602   6018.602
  458	  6018.863   6018.863
  459	  6018.904   6018.904
  460	  6019.014   6019.014
  461	  6019.060   6019.060
  462	  6019.638   6019.638
  463	  6021.750   6021.750
  464	  6022.727   6022.727
  465	  6024.660   6024.660
  466	  6025.280   6025.280
  467	  6026.851   6026.851
  468	  6029.853   6029.853
  469	  6032.400   6032.400
  470	  6032.400   6032.400
  471	  6033.458   6033.458
  472	  6033.458   6033.458
  473	  6033.918   6033.918
  474	  6033.918   6033.918
  475	  6033.918   6033.918
  476	  6033.918   6033.918
  477	  6038.009   6038.009
  478	  6042.193   6042.193
  479	  6042.363   6042.363
  480	  6042.363   6042.363
  481	  6042.363   6042.363
  482	  6042.363   6042.363
  483	  6043.352   6043.352
  484	  6043.352   6043.352
  485	  6043.352   6043.352
  486	  6043.352   6043.352
  487	  6045.081   6045.081
  488	  6045.081   6045.081
  489	  6045.081   6045.081
  490	  6046.243   6046.243
  491	  6046.243   6046.243
  492	  6048.395   6048.395
  493	  6051.140   6051.140
  494	  6051.140   6051.140
  495	  6054.143   6054.143
  496	  6078.117   6078.117
  497	  6088.316   6088.316
  498	  6103.265   6103.265
  499	  6113.033   6113.033
  500	  6117.195   6117.195
